x,y,Truth,CPU,GPU
-2.89826,1.01999,2,2,2
1.08799,-0.829444,0,0,0
-1.39624,-0.0255164,2,2,2
0.825831,0.851236,0,1,1
0.772347,-0.257123,0,0,0
-1.65925,0.504356,2,2,2
0.658377,-0.231451,0,0,0
-0.903098,0.907022,2,2,2
-2.27678,0.264054,2,2,2
1.71107,1.60732,0,1,1
2.59439,1.46533,1,1,1
0.406756,0.190856,0,0,0
-0.634296,-1.24051,0,0,0
2.88086,0.120151,1,1,1
-2.21384,1.5716,2,2,2
-2.32534,1.80282,2,2,2
-1.19598,-0.119177,0,0,0
2.52848,1.57727,1,1,1
-2.08049,1.27247,2,2,2
1.87066,0.906625,1,1,1
2.08665,1.06749,1,1,1
-3.09804,0.158899,2,2,2
1.24361,0.387699,1,1,1
-3.12597,0.0952933,2,2,2
1.3344,0.731306,1,1,1
-2.11849,0.807546,2,2,2
1.14274,-1.27304,0,0,0
1.86891,0.400687,1,1,1
-2.09882,0.613681,2,2,2
0.212012,1.17113,0,0,0
2.0255,1.24544,1,1,1
-1.88629,-0.68145,0,2,2
-0.0139255,-0.968048,0,0,0
2.57817,-0.0851836,1,1,1
-2.30781,1.1218,2,2,2
2.27094,2.01846,1,1,1
0.023358,0.183865,0,0,0
-0.203393,-1.44152,0,0,0
1.91336,1.41237,1,1,1
-3.04473,0.293504,2,2,2
1.25164,0.465792,0,1,1
2.15882,1.49572,1,1,1
3.14711,1.04555,1,1,1
2.57541,1.26784,1,1,1
1.54951,0.665096,1,1,1
2.14278,0.941465,1,1,1
-1.10234,0.219056,0,2,2
-1.97282,0.836881,2,2,2
1.68495,0.597738,1,1,1
-2.0241,-0.35107,2,2,2
-1.70307,-0.0496431,0,2,2
-1.94343,0.646693,2,2,2
-2.08317,2.26287,2,2,2
1.59325,1.47688,1,1,1
-2.56926,1.5061,2,2,2
-2.69447,1.07796,2,2,2
-2.36225,1.65908,2,2,2
-2.55836,0.269929,2,2,2
2.0586,0.702428,1,1,1
-1.17104,0.378914,0,2,2
-1.80404,0.538218,2,2,2
-1.58152,0.888239,2,2,2
-1.46586,1.72252,2,2,2
-1.30887,1.10564,2,2,2
1.53347,1.11905,1,1,1
-1.30098,0.908062,2,2,2
0.991209,-0.546054,0,0,0
-0.797463,0.119165,2,0,0
2.53408,1.3576,1,1,1
-1.97136,0.591488,2,2,2
-0.414458,0.207131,0,0,0
2.55278,1.49353,1,1,1
2.56749,1.74497,1,1,1
-2.24336,1.78436,2,2,2
-0.463984,0.518569,2,0,0
-2.48319,0.939654,2,2,2
-2.38282,0.782457,2,2,2
-2.31338,2.00875,0,2,2
2.42714,0.110172,1,1,1
0.232204,1.28267,0,1,1
-1.25303,0.281964,2,2,2
2.6429,1.27602,1,1,1
-0.486906,0.337948,2,0,0
2.49134,1.29118,1,1,1
0.363098,1.45668,0,1,1
-2.71744,1.45993,2,2,2
1.51597,0.358231,1,1,1
-1.92932,0.586989,2,2,2
-2.05612,-0.152055,0,2,2
2.89127,0.824312,1,1,1
1.47472,1.3301,1,1,1
1.73377,1.17796,1,1,1
1.23506,0.808084,1,1,1
-0.657112,-0.614896,0,0,0
-1.87755,1.05904,2,2,2
1.91298,1.34854,1,1,1
-0.836244,-0.928353,0,0,0
-1.80215,1.18571,2,2,2
0.0407784,0.661676,0,0,0
3.00817,-0.129209,1,1,1
-2.16575,1.48973,2,2,2
-1.50273,1.68053,2,2,2
-1.64621,-1.86965,0,0,0
-2.35067,1.9412,2,2,2
1.766,1.76877,1,1,1
-1.60075,1.33555,2,2,2
-1.74129,0.298236,2,2,2
-1.5331,0.145503,2,2,2
1.75197,1.40098,1,1,1
-2.86818,1.12403,2,2,2
-1.63637,1.47964,2,2,2
-2.12989,2.01469,2,2,2
0.21291,0.252837,0,0,0
2.5301,0.875718,1,1,1
1.68929,0.780639,1,1,1
0.952617,-0.450333,0,0,0
0.62413,-0.515224,0,0,0
-0.438725,1.16523,0,2,2
-1.41212,0.820065,2,2,2
0.130618,1.17989,0,0,0
0.679631,-0.786055,0,0,0
0.922188,-0.366129,0,0,0
2.14413,1.25126,1,1,1
2.11264,1.76137,1,1,1
1.88986,1.58409,1,1,1
1.6967,1.61752,1,1,1
-0.849087,-0.475849,0,0,0
1.51963,1.13234,1,1,1
0.722821,0.597156,0,1,1
2.04514,1.6386,1,1,1
-2.82755,1.2073,2,2,2
-1.95167,2.16614,2,2,2
-1.60207,0.894218,2,2,2
-1.76016,0.446956,2,2,2
2.05653,0.269916,1,1,1
-1.36642,0.487715,2,2,2
1.83577,0.603298,1,1,1
-1.20504,-0.467487,0,0,0
-1.591,-0.285179,0,2,2
0.316376,-0.312519,0,0,0
-0.754183,0.463129,2,0,0
0.456217,1.12389,0,1,1
2.35354,0.267807,1,1,1
-1.94689,-0.179311,0,2,2
0.603416,1.53963,0,1,1
-1.81022,-0.482312,0,2,2
-2.88788,0.340187,2,2,2
-1.73414,1.5506,2,2,2
-0.396477,-0.199568,0,0,0
1.48472,1.8341,1,1,1
1.74322,1.08222,1,1,1
1.78657,0.918706,1,1,1
0.608351,-0.0539171,0,0,0
-1.52065,1.28806,2,2,2
1.62762,0.86531,1,1,1
-1.76872,1.03363,2,2,2
-1.94092,0.595296,2,2,2
0.676889,-0.469573,0,0,0
-1.42202,0.216612,2,2,2
-2.2433,0.810432,2,2,2
1.99308,0.996374,1,1,1
1.3665,0.825343,1,1,1
-0.113459,-1.25282,0,0,0
-2.51465,0.413232,2,2,2
1.75193,0.980315,1,1,1
-2.18017,1.13325,2,2,2
-0.0312489,1.13964,0,0,0
-2.81024,0.651396,2,2,2
-2.23633,1.36912,2,2,2
-1.81891,-0.0238395,2,2,2
-1.48737,1.92844,2,2,2
2.20212,1.0062,1,1,1
-1.82124,0.145084,2,2,2
0.212302,0.958307,0,0,0
0.319269,-0.728925,0,0,0
-1.60704,-0.155472,0,2,2
-0.742421,-0.927618,0,0,0
-1.38483,1.54564,2,2,2
0.544185,0.715234,0,0,0
0.204231,0.367884,0,0,0
1.09746,-0.98476,0,0,0
-1.77322,-0.0200527,0,2,2
-1.8902,0.902499,2,2,2
-2.35795,1.16487,2,2,2
1.6323,1.73541,1,1,1
-1.64816,1.5122,2,2,2
-1.8956,1.20179,2,2,2
-2.30175,1.29944,2,2,2
-1.3108,1.50482,2,2,2
1.16164,-0.666331,0,0,0
1.27281,0.0257692,1,1,1
0.483973,-2.67054,0,0,0
-0.901206,-0.387129,0,0,0
-1.08564,0.291942,0,2,2
-2.38185,1.93811,2,2,2
2.08493,1.07441,1,1,1
2.00623,0.834263,1,1,1
1.98406,1.25865,1,1,1
2.16637,1.23383,1,1,1
3.05149,0.918786,1,1,1
-1.74848,1.24467,2,2,2
2.53291,1.5252,1,1,1
2.72178,0.29111,1,1,1
-1.32245,1.13356,2,2,2
-2.45933,0.484739,2,2,2
1.42299,-0.254791,0,1,1
1.83443,0.559235,1,1,1
0.130147,-0.384291,0,0,0
1.28382,-0.443044,0,0,0
0.308123,1.66557,0,1,1
-1.84543,-0.307824,0,2,2
-0.190587,-0.731046,0,0,0
0.336495,-1.6264,0,0,0
-1.22569,-0.134969,0,0,0
1.70216,0.808017,1,1,1
-2.62648,1.00253,2,2,2
0.555765,0.943989,0,1,1
2.60279,1.49334,1,1,1
1.80166,0.0847948,1,1,1
1.94103,1.10176,1,1,1
1.59026,0.0124094,1,1,1
1.36584,0.259978,1,1,1
1.64912,1.6172,1,1,1
2.62324,0.963628,1,1,1
-2.24541,1.08416,2,2,2
-2.15579,0.834786,2,2,2
-0.294686,-0.0557422,0,0,0
-1.90171,1.55202,2,2,2
2.25514,0.497679,1,1,1
1.5566,1.06482,1,1,1
1.77017,1.09215,0,1,1
2.09921,0.634156,1,1,1
-0.023377,-0.641322,0,0,0
2.44276,1.82038,1,1,1
0.679586,-0.57786,0,0,0
2.03618,1.46957,1,1,1
-1.04086,-0.624946,0,0,0
1.35597,0.58452,1,1,1
1.41068,0.509895,1,1,1
2.64712,0.335011,1,1,1
-2.07728,1.05593,2,2,2
-2.12654,0.892861,2,2,2
1.04336,1.09882,0,1,1
0.117638,0.0592423,0,0,0
-0.788852,-0.425152,0,0,0
0.405808,-0.824629,0,0,0
-2.24664,0.9974,2,2,2
1.34746,1.63162,1,1,1
-2.28436,0.644708,2,2,2
0.956946,1.08306,0,1,1
1.34439,-0.276811,0,0,0
-1.68319,0.999252,0,2,2
1.69343,1.90126,1,1,1
-1.46221,1.19861,2,2,2
-1.71127,0.644027,2,2,2
2.20391,2.26268,1,1,1
-2.61446,1.22827,2,2,2
3.01096,0.450369,1,1,1
2.20566,0.597011,1,1,1
1.05851,-0.217313,0,0,0
-1.6049,2.18528,2,2,2
0.702542,-1.00489,0,0,0
-2.11962,1.44967,2,2,2
1.54438,0.757927,1,1,1
0.0281516,-0.507522,0,0,0
1.78788,0.0952615,1,1,1
-3.057,0.747914,2,2,2
-2.65248,1.63301,2,2,2
1.51368,0.823687,0,1,1
3.22365,0.378762,1,1,1
-0.454371,0.970311,0,2,2
0.236581,0.656432,0,0,0
-1.65331,1.42996,2,2,2
-0.067684,0.968253,0,0,0
-0.540264,0.227194,0,0,0
2.33453,1.01733,1,1,1
-1.39112,0.68409,2,2,2
-1.19755,-0.603651,0,0,0
0.891312,1.08819,0,1,1
1.76173,0.671281,1,1,1
-2.03466,0.703566,2,2,2
1.51273,0.455504,1,1,1
2.23615,0.393701,1,1,1
1.73617,0.793777,1,1,1
2.39221,0.904378,0,1,1
-0.571194,-0.252228,2,0,0
0.412613,-2.64856,0,0,0
1.32391,1.31109,1,1,1
-2.67179,0.41329,2,2,2
-2.08165,1.04917,2,2,2
-0.443951,-2.93844,0,0,0
2.1662,0.700892,1,1,1
-0.263896,-0.838017,0,0,0
-1.46738,0.537878,2,2,2
1.33343,0.615613,1,1,1
2.34244,0.791879,1,1,1
-2.65798,0.718549,2,2,2
0.125458,-1.65333,0,0,0
1.99644,1.34405,1,1,1
-2.20484,0.622718,2,2,2
-1.2056,0.409888,2,2,2
-0.353178,-0.101391,0,0,0
0.365317,0.62351,0,0,0
-1.71352,1.96501,2,2,2
0.508463,0.757504,0,0,0
-0.262988,0.315859,0,0,0
2.56218,1.08637,1,1,1
-0.18891,-1.16975,0,0,0
0.03316,-0.078983,0,0,0
-0.982785,-1.30462,0,0,0
-2.19196,0.803646,2,2,2
2.42007,0.55333,1,1,1
-0.00968644,1.01098,0,0,0
-1.90394,1.67337,2,2,2
2.20087,1.87719,1,1,1
1.70789,1.34623,1,1,1
1.14497,1.5449,1,1,1
-0.130243,-0.046601,0,0,0
0.362816,2.08148,0,1,1
1.47128,0.8942,1,1,1
-1.57081,0.516307,2,2,2
1.92912,1.04523,1,1,1
-1.78988,0.729684,2,2,2
2.05218,-0.00332963,1,1,1
-2.66806,1.00013,2,2,2
-1.65934,0.370808,2,2,2
1.55859,1.4201,1,1,1
-0.199424,0.334613,0,0,0
-2.16851,1.11882,2,2,2
-0.760378,-0.237198,0,0,0
-1.75512,-0.591772,0,2,2
-1.94639,0.858932,2,2,2
2.27375,1.50699,1,1,1
-0.100695,-1.36861,0,0,0
0.528602,0.321534,0,0,0
-2.27167,1.75746,2,2,2
-2.11052,1.90468,2,2,2
-0.212375,0.449036,0,0,0
-2.87548,0.645602,2,2,2
0.892446,-0.607019,0,0,0
1.75631,0.85356,1,1,1
-2.29293,0.665242,2,2,2
-2.27586,0.483668,2,2,2
-1.03498,-0.403339,0,0,0
2.25012,0.720065,1,1,1
0.092914,-2.53608,0,0,0
-2.00136,1.47523,2,2,2
1.62416,0.702377,1,1,1
0.53335,0.826388,0,0,0
-1.91945,1.33658,2,2,2
3.10303,0.546076,1,1,1
-0.860056,0.518648,0,2,2
0.935465,-0.327249,0,0,0
-0.53266,0.258211,0,0,0
-1.71884,0.863908,2,2,2
0.473649,0.821352,0,0,0
2.06343,1.04942,1,1,1
-2.5069,0.46922,2,2,2
-2.433,-0.0442013,2,2,2
-2.29497,1.39933,2,2,2
-0.735249,0.915073,0,2,2
-2.73144,0.902804,2,2,2
0.765161,0.259954,0,0,0
-1.85236,0.948607,2,2,2
-0.899059,0.958206,0,2,2
-0.937959,-0.0869317,0,0,0
-1.43283,-1.28172,0,0,0
2.14207,0.849512,1,1,1
0.915818,1.32124,0,1,1
2.01278,0.897486,1,1,1
2.18335,0.540484,1,1,1
-2.15018,0.535866,2,2,2
-1.03813,0.511895,2,2,2
0.0832053,-0.11134,0,0,0
-0.130248,-0.0737506,0,0,0
2.11734,1.43142,1,1,1
2.59976,1.34067,1,1,1
1.84681,1.86906,1,1,1
-1.64036,1.19597,2,2,2
-0.0776439,-0.752776,0,0,0
1.41591,1.19557,1,1,1
1.92576,0.496838,1,1,1
-1.9998,1.52761,2,2,2
3.52544,-1.50884,0,1,1
1.45669,1.17626,1,1,1
2.10922,1.4037,1,1,1
2.00468,0.858253,1,1,1
-1.46558,0.792788,2,2,2
-0.228753,0.236428,0,0,0
-1.00935,0.728301,2,2,2
0.819883,0.692021,0,1,1
-0.519675,0.224778,0,0,0
-0.939241,1.13913,0,2,2
-2.50848,1.70978,2,2,2
1.77706,1.05584,1,1,1
1.92827,0.681434,1,1,1
-2.15043,1.3789,2,2,2
-0.462209,-0.338146,0,0,0
2.29175,0.724034,1,1,1
0.0579441,1.30168,0,0,0
-0.656916,1.324,0,2,2
-3.08146,0.597543,2,2,2
-0.551502,-0.576815,0,0,0
1.92204,0.393805,1,1,1
0.566227,-0.708873,0,0,0
1.71198,1.53737,1,1,1
-2.02381,1.56173,2,2,2
-0.255371,1.60484,0,2,2
-2.0013,1.27236,2,2,2
1.50038,0.716323,0,1,1
1.24159,-0.35104,0,0,0
1.31567,0.474764,1,1,1
0.135464,-1.29398,0,0,0
-0.459896,-1.02897,0,0,0
-1.77655,1.1263,2,2,2
-1.84588,0.920072,2,2,2
0.670892,-1.60056,0,0,0
1.73614,0.0653985,1,1,1
0.142871,2.19484,0,1,1
-1.81454,0.783202,0,2,2
-1.00041,0.00326578,0,0,0
0.361371,1.27626,0,1,1
-1.87645,0.824927,2,2,2
-1.31846,1.13231,2,2,2
0.16185,0.349456,0,0,0
-1.81844,0.898432,2,2,2
1.25187,0.587114,1,1,1
-1.91372,1.31843,2,2,2
1.48856,2.08543,0,1,1
0.942051,1.40903,1,1,1
-3.18125,0.1782,2,2,2
-0.0658198,-0.61838,0,0,0
1.47919,1.72814,0,1,1
-0.0179688,-1.30115,0,0,0
1.30292,-0.281841,0,0,0
3.02868,1.57728,1,1,1
-1.9868,0.170447,2,2,2
0.614849,-1.43587,0,0,0
-1.90608,1.23539,2,2,2
0.511879,1.27573,0,1,1
-0.55754,-0.246626,0,0,0
-0.294462,-0.319551,0,0,0
-1.96072,1.30313,2,2,2
-2.63169,0.800952,2,2,2
2.5397,-0.929103,0,1,1
-0.757387,0.652827,0,2,2
0.764903,-0.245877,0,0,0
0.743551,1.42508,0,1,1
-0.962348,2.17782,0,2,2
2.78452,1.56248,1,1,1
1.26022,1.70488,1,1,1
-2.57346,0.467931,0,2,2
3.1615,1.21349,1,1,1
1.70773,1.0289,1,1,1
-0.36663,-0.86951,0,0,0
1.50893,0.840381,1,1,1
-2.14625,0.882756,0,2,2
-0.712358,1.18029,0,2,2
-2.27902,1.76273,2,2,2
2.69458,0.959866,1,1,1
-0.531128,0.403469,0,0,0
0.470204,1.4882,0,1,1
2.10594,1.18927,0,1,1
1.74608,0.75973,1,1,1
2.18034,0.419936,1,1,1
-2.27161,0.716356,2,2,2
2.34153,0.623322,1,1,1
-0.457553,1.10705,0,2,2
-2.32727,1.64068,2,2,2
-1.89555,0.440166,2,2,2
-1.49494,0.30871,0,2,2
-0.432745,0.620504,0,0,0
1.58639,0.712315,0,1,1
-0.667187,-1.3036,0,0,0
1.92473,1.11522,1,1,1
1.80197,1.22198,1,1,1
2.29549,1.44297,1,1,1
0.487702,-0.578941,0,0,0
-1.34062,0.858688,2,2,2
-1.10767,0.372538,0,2,2
0.794197,0.459816,0,0,0
-1.79041,-0.0600749,2,2,2
-2.12903,2.47858,2,2,2
1.85796,1.22074,1,1,1
2.51883,0.253624,1,1,1
-0.282655,-0.267049,0,0,0
2.34029,1.02484,1,1,1
-0.816954,0.820416,0,2,2
-0.524036,-0.335936,0,0,0
-1.92119,0.960574,2,2,2
-2.36118,0.62914,2,2,2
-1.16995,1.5796,2,2,2
-1.30412,0.445235,2,2,2
-1.94087,0.311747,2,2,2
2.03393,1.6852,1,1,1
0.540093,0.779823,0,0,0
-2.19353,1.26136,2,2,2
-0.670719,-2.19587,0,0,0
1.17634,1.15794,1,1,1
-2.85565,0.96409,0,2,2
-1.13298,-1.25294,0,0,0
1.15522,1.52885,1,1,1
-1.93552,0.53133,2,2,2
0.605113,0.523594,0,0,0
1.44561,0.367678,1,1,1
2.69895,1.78618,1,1,1
2.09195,0.833699,1,1,1
-2.42634,1.84985,2,2,2
2.87061,0.53529,1,1,1
-1.80109,0.72414,2,2,2
-1.80059,0.657545,2,2,2
1.66235,1.04,1,1,1
-1.82361,1.10145,2,2,2
-2.2439,1.2734,2,2,2
-1.65349,1.18916,2,2,2
-1.80205,0.44035,2,2,2
-1.81128,1.41814,2,2,2
2.56026,1.90381,1,1,1
2.05388,0.837527,1,1,1
0.33989,-0.442136,0,0,0
2.51379,0.809129,1,1,1
0.142808,1.21135,0,0,0
-0.469718,-0.484164,0,0,0
-1.67318,1.05942,2,2,2
-1.58375,0.252898,2,2,2
-0.252535,-2.0125,0,0,0
-2.92617,0.499232,2,2,2
-1.33118,-0.424802,0,0,0
-0.3767,-0.909919,0,0,0
1.93466,0.82276,1,1,1
1.44584,0.0515856,0,1,1
-0.76012,0.868992,2,2,2
0.259591,0.137795,0,0,0
0.979862,0.0920193,1,0,0
1.3615,1.6247,1,1,1
2.32603,0.343532,1,1,1
-1.31406,0.986844,2,2,2
0.964931,1.58497,0,1,1
-0.248831,0.492703,0,0,0
0.933278,1.45829,0,1,1
-1.6128,1.29449,2,2,2
2.2329,0.432816,1,1,1
-1.28843,0.0359264,2,2,2
0.291947,-0.0491601,0,0,0
1.78586,1.82323,0,1,1
-2.28297,0.335667,2,2,2
1.24118,0.954916,0,1,1
-1.80016,1.12574,2,2,2
-0.358953,-0.29643,0,0,0
-0.579207,0.588168,0,0,0
-1.25933,-1.27732,0,0,0
-2.03895,1.10291,2,2,2
-0.321919,-0.407802,0,0,0
3.3234,1.11498,1,1,1
1.45107,1.05651,1,1,1
2.03199,0.231561,1,1,1
1.98527,0.528963,1,1,1
1.22772,1.41661,1,1,1
-1.88066,1.28609,2,2,2
-1.53268,0.979735,2,2,2
-2.38836,0.900346,2,2,2
1.14884,0.764106,1,1,1
2.05446,0.832898,1,1,1
2.69923,0.348693,1,1,1
-2.60637,1.41465,2,2,2
2.11171,1.0133,1,1,1
-1.84959,1.20944,2,2,2
0.292214,-1.5645,0,0,0
1.88406,0.365152,1,1,1
-1.86597,1.1463,2,2,2
-0.424239,-0.13234,0,0,0
3.27001,1.72936,0,1,1
2.38035,0.749321,1,1,1
1.17523,-0.561371,0,0,0
1.38218,-0.877115,0,0,0
-1.01653,-0.69312,0,0,0
-1.5853,0.557172,2,2,2
0.324828,-1.20153,0,0,0
1.90457,0.620881,1,1,1
2.68413,0.465043,1,1,1
1.91293,0.569082,0,1,1
-1.99686,1.05822,2,2,2
-1.03015,-1.4621,0,0,0
0.491182,0.0676693,0,0,0
-2.16811,0.625412,2,2,2
1.97662,1.86489,1,1,1
-1.1504,0.244238,0,2,2
-2.07649,0.589157,2,2,2
-0.214139,-0.01815,0,0,0
-1.39835,0.409094,2,2,2
0.0296835,-0.869434,0,0,0
1.75579,0.704972,1,1,1
1.1664,1.07292,1,1,1
-1.49241,0.935076,0,2,2
-0.325643,2.29539,0,2,2
1.00726,0.515242,1,1,1
-0.00856159,-0.0279531,0,0,0
2.42148,0.903993,1,1,1
0.891942,0.590304,1,1,1
1.99495,1.24404,1,1,1
2.1145,1.63807,1,1,1
1.30963,0.251959,1,1,1
-0.689409,1.48631,0,2,2
2.00645,0.526405,1,1,1
2.3213,0.710692,1,1,1
-1.28657,1.51359,2,2,2
-2.37196,1.00935,2,2,2
-1.37891,0.943153,2,2,2
0.0493764,-0.120841,0,0,0
2.07341,-0.616396,0,1,1
-2.66178,1.75336,2,2,2
1.73506,1.23247,1,1,1
0.0168519,-1.39531,0,0,0
-3.04869,1.21383,2,2,2
-2.66545,0.209758,2,2,2
1.98403,1.83309,1,1,1
2.6493,0.504993,1,1,1
1.45191,2.06155,0,1,1
1.31046,-0.50955,0,0,0
0.83432,-1.53322,0,0,0
1.66334,1.41703,1,1,1
2.25039,0.671427,1,1,1
1.3518,0.712677,1,1,1
-0.722756,-0.621276,0,0,0
2.50084,0.827161,1,1,1
1.7924,0.581994,1,1,1
-1.71306,0.876867,2,2,2
-1.59693,0.893432,2,2,2
1.38503,1.41777,1,1,1
1.6381,0.965828,1,1,1
1.74781,0.656815,1,1,1
1.03972,1.08697,1,1,1
2.01387,0.591529,1,1,1
1.87858,1.02309,1,1,1
1.06335,0.703868,1,1,1
-0.597767,1.1473,0,2,2
0.362568,-0.183374,0,0,0
-1.26029,0.707961,2,2,2
1.77444,0.445552,1,1,1
2.0048,0.589289,1,1,1
-2.14085,1.47918,2,2,2
1.76199,0.622873,1,1,1
1.63831,0.633421,1,1,1
2.42585,2.2394,1,1,1
1.66795,1.58355,1,1,1
0.921883,1.16712,1,1,1
2.42911,0.823028,1,1,1
0.202464,1.34535,0,1,1
-1.98528,0.99651,2,2,2
-1.81658,1.18604,2,2,2
-0.312523,0.355634,0,0,0
-1.68355,0.436156,0,2,2
2.32786,0.515177,1,1,1
1.25757,-2.29841,0,0,0
-3.13298,1.02695,2,2,2
-1.80577,1.00525,2,2,2
-1.7311,1.65342,2,2,2
0.888966,-0.364634,0,0,0
1.40327,1.45675,1,1,1
-3.00428,1.64029,2,2,2
-2.13775,1.56368,2,2,2
1.61635,1.11879,1,1,1
2.73763,1.39846,1,1,1
-0.306243,-0.714403,0,0,0
1.80236,1.1036,1,1,1
-1.1068,-2.19462,0,0,0
0.0320449,0.649746,0,0,0
-2.25207,1.15593,2,2,2
1.90402,1.71387,1,1,1
2.00833,0.965599,1,1,1
2.10355,1.16456,1,1,1
1.56336,1.08113,1,1,1
-0.946473,-0.0468566,0,0,0
-2.34045,-2.15666,0,0,0
1.01484,1.36725,0,1,1
-2.46557,1.20488,2,2,2
-0.0618607,-0.688953,0,0,0
1.84351,1.10635,1,1,1
0.670403,1.03086,1,1,1
2.50898,1.57673,1,1,1
-2.36452,1.24621,2,2,2
2.22181,0.465365,1,1,1
-2.07502,1.29214,2,2,2
-1.61937,0.441137,0,2,2
-1.67944,0.708342,2,2,2
-1.42892,1.00044,2,2,2
2.53835,1.05031,1,1,1
0.335728,-0.337278,0,0,0
-2.20869,1.46622,2,2,2
0.868109,0.0645363,0,0,0
-2.24762,1.32147,2,2,2
0.118738,-1.46425,0,0,0
-2.58575,1.10257,2,2,2
-0.0373856,0.224397,0,0,0
2.35283,1.22031,1,1,1
0.322141,0.0637563,0,0,0
0.225452,0.407212,0,0,0
1.28707,1.02489,1,1,1
-2.55788,1.00621,2,2,2
2.5246,1.32673,1,1,1
-2.36526,0.995449,2,2,2
-2.15747,0.543425,2,2,2
0.96774,2.02897,0,1,1
1.75415,0.40743,1,1,1
1.56308,1.05696,1,1,1
2.02026,0.250778,1,1,1
1.63454,0.236415,1,1,1
1.58693,0.270834,1,1,1
-0.0145243,0.529698,0,0,0
2.44812,1.39978,1,1,1
-1.14162,-0.113063,2,0,0
0.619858,0.763322,0,1,1
-2.61843,0.605889,2,2,2
1.74112,0.785402,0,1,1
-0.0935571,0.109475,0,0,0
-1.93259,1.07947,2,2,2
1.94441,0.651098,1,1,1
-0.24852,1.33484,0,2,2
2.44097,2.03692,1,1,1
-0.027769,1.24862,0,0,0
1.86073,1.58998,1,1,1
2.35578,0.841639,1,1,1
-1.434,-1.11204,0,0,0
1.89677,1.20143,1,1,1
-3.24817,1.66686,2,2,2
2.07987,1.28291,1,1,1
-0.986394,-0.101541,0,0,0
1.81338,0.6658,1,1,1
2.05371,0.743645,1,1,1
-1.18396,0.960691,0,2,2
-0.940877,-0.0567131,0,0,0
-1.06771,0.374469,2,2,2
-2.39613,0.891032,2,2,2
-2.68065,1.26002,2,2,2
-0.95332,-0.737522,0,0,0
-1.68292,0.814221,2,2,2
2.43493,1.25438,1,1,1
2.19102,1.79821,1,1,1
0.627953,0.243611,0,0,0
-1.79911,0.921087,2,2,2
-2.34838,0.946617,2,2,2
0.432975,1.03239,0,1,1
2.12752,1.16773,1,1,1
-2.34927,1.34067,2,2,2
-0.215398,-1.52449,0,0,0
1.26881,-0.282114,0,0,0
1.60389,1.81756,1,1,1
-0.347016,1.58805,0,2,2
-1.15895,0.832199,2,2,2
-2.10635,1.3255,2,2,2
-0.633667,-1.10519,0,0,0
1.1379,1.36346,0,1,1
0.868914,-0.685108,0,0,0
1.96035,-0.545339,0,1,1
2.14639,1.03323,1,1,1
1.15244,-1.18472,0,0,0
-1.52886,0.828769,2,2,2
2.23215,1.49132,1,1,1
-1.62849,-0.367974,2,2,2
-2.08239,0.635743,2,2,2
2.62305,0.51836,1,1,1
2.38969,1.12849,1,1,1
-1.13676,-0.471623,0,0,0
-1.63129,0.660635,2,2,2
-2.29209,0.525159,2,2,2
-2.84821,0.922534,2,2,2
2.69082,0.441653,1,1,1
-1.54393,-1.8235,0,0,0
1.03395,0.268914,0,1,1
-2.17834,1.22423,2,2,2
2.16794,1.98015,1,1,1
-1.9685,0.561454,2,2,2
-2.64155,0.898416,2,2,2
-1.68008,0.809746,2,2,2
2.44744,1.32511,1,1,1
1.5099,-0.583103,0,0,0
1.293,-1.3508,0,0,0
2.22524,0.29136,1,1,1
1.54839,0.0106861,0,1,1
2.62535,1.84352,1,1,1
-1.52651,-0.544206,0,0,0
-2.33811,1.20055,2,2,2
1.97949,0.921067,1,1,1
1.30103,1.00443,1,1,1
-1.91039,0.48413,2,2,2
-0.967813,-0.348798,0,0,0
-1.15201,-1.19292,0,0,0
1.30504,0.0493168,1,1,1
2.1943,1.50776,1,1,1
2.50481,0.33519,1,1,1
2.53466,0.792817,1,1,1
-0.0236825,1.64742,0,2,2
2.23786,0.97376,1,1,1
-2.24669,1.24792,2,2,2
-1.33821,1.15837,2,2,2
-2.06316,-0.0276846,0,2,2
-2.70699,1.12072,2,2,2
1.1206,1.13661,0,1,1
-1.75555,1.15147,2,2,2
-2.23847,1.6442,2,2,2
2.73221,-1.7353,0,1,1
-1.93155,0.445037,2,2,2
-1.82317,1.54189,2,2,2
2.26259,1.21635,1,1,1
-1.0156,-0.55999,0,0,0
-2.15282,1.3513,2,2,2
-1.19907,1.18713,2,2,2
2.77376,0.460805,1,1,1
-1.73202,0.85177,2,2,2
-1.30855,1.38472,2,2,2
1.58768,1.78002,1,1,1
-2.43034,1.13497,2,2,2
2.02324,0.782045,1,1,1
-0.65758,-1.77217,0,0,0
0.577237,0.886161,0,1,1
-2.03119,1.26949,2,2,2
-2.39801,1.21402,2,2,2
1.29572,1.38834,1,1,1
-2.69037,1.1902,2,2,2
-2.66618,1.72129,2,2,2
1.91025,0.860063,1,1,1
1.89392,0.920566,1,1,1
1.2582,0.582595,1,1,1
1.53054,1.79358,1,1,1
-2.27637,1.31657,2,2,2
-2.98121,1.09551,2,2,2
1.74519,1.16654,1,1,1
1.95288,0.726273,1,1,1
2.0605,-0.945216,0,1,1
2.18824,1.67418,1,1,1
0.573991,-0.954744,0,0,0
1.67429,1.50938,1,1,1
0.769783,0.545017,0,1,1
-2.00866,1.94153,2,2,2
-1.35377,1.54588,2,2,2
